,word,type,antonyms
876,consecrate,adjective,desecrated
877,consecrated,verb,desecrate
878,consecrated,adjective,desecrated
879,consenting,verb,refuse
880,conservative,noun,liberal
881,conservative,adjective,liberal
882,conserved,verb,waste
883,considerable,adjective,inconsiderable
884,considerate,adjective,inconsiderate
885,consistent,adjective,inconsistent|unreproducible|incoherent
886,consolable,adjective,inconsolable
887,consonant,noun,vowel
888,consonantal,adjective,vocalic
889,conspicuous,adjective,inconspicuous
890,constant,adjective,inconstant
891,constipated,adjective,unconstipated
892,constituted,adjective,unestablished
893,constitutional,adjective,unconstitutional
894,constricted,adjective,unconstricted
895,constructive,adjective,destructive
896,consuming,verb,abstain
897,consummated,adjective,unconsummated
898,consumptive,adjective,generative
899,contaminated,verb,decontaminate
900,contaminated,adjective,uncontaminated
901,contaminating,verb,decontaminate
902,contaminating,adjective,clean
903,contemptible,adjective,estimable
904,content,verb,discontent
905,content,adjective,discontented
906,contented,verb,discontent
907,contented,adjective,discontented
908,contestable,adjective,incontestable
909,contested,adjective,uncontested
910,continent,adjective,incontinent
911,continental,adjective,intercontinental
912,continual,adjective,sporadic
913,continuant,noun,stop consonant
914,continued,verb,discontinue|discontinue
915,continued,adjective,discontinued
916,continuing,verb,discontinue|discontinue
917,continuous,adjective,discontinuous|discontinuous
918,contraclockwise,adjective,clockwise
919,contracted,verb,stretch;expand|widen|expand
920,contracted,adjective,expanded
921,contralateral,adjective,ipsilateral
922,contrapuntal,adjective,monophonic
923,contrasty,adjective,flat
924,controlled,adjective,uncontrolled
925,controversial,adjective,uncontroversial
926,convenient,adjective,inconvenient|incommodious
927,conventional,adjective,unconventional|nuclear|unconventional
928,convergent,adjective,divergent
929,convertible,adjective,inconvertible
930,convex,adjective,concave
931,convinced,adjective,unconvinced
932,convincing,adjective,unconvincing
933,cooked,adjective,raw
934,cool,verb,heat|heat
935,cool,adjective,warm|warm|warm
936,cooperative,adjective,uncooperative
937,coordinating,adjective,subordinating
938,coordinative,adjective,subordinating
939,corked,verb,uncork
940,corking,verb,uncork
941,corporeal,adjective,incorporeal
942,correct,verb,falsify|wrong
943,correct,adjective,incorrect;wrong|wrong
944,corrected,verb,falsify|wrong
945,corrected,adjective,uncorrected
946,corresponding,verb,disagree
947,corrigible,adjective,incorrigible
948,corrupt,adjective,incorrupt|straight
949,cosmopolitan,adjective,endemic|provincial
950,costive,adjective,laxative
951,counterclockwise,adjective,clockwise
952,counterclockwise,adverb,clockwise
953,counterfeit,adjective,genuine
954,counterrevolutionary,adjective,revolutionary
955,coupled,verb,uncouple
956,courageous,adjective,cowardly
957,courteous,adjective,discourteous
958,cousinly,adjective,uncousinly
959,covered,verb,uncover
960,covered,adjective,bare
961,covert,adjective,overt
962,cowardly,adjective,brave
963,crannied,adjective,uncrannied
964,creative,adjective,uncreative
965,credible,adjective,incredible
966,credited,verb,debit
967,credulous,adjective,incredulous
968,crescendo,verb,decrescendo
969,critical,adjective,uncritical|noncritical|uncritical|noncritical
970,crooked,adjective,straight|straight
971,cross,verb,uncross
972,cross-eyed,adjective,walleyed
973,crossbred,adjective,purebred
974,crossed,verb,uncross
975,crossed,adjective,uncrossed|uncrossed
976,crosswise,adjective,lengthwise
977,crowded,adjective,uncrowded
978,crowned,adjective,uncrowned|unlaureled|uncrowned
979,crownless,adjective,crowned
980,crucial,adjective,noncrucial
981,crude,adjective,refined
982,crying,verb,laugh
983,crystalline,adjective,noncrystalline
984,crystallised,adjective,uncrystallized
985,crystallized,adjective,uncrystallized
986,cubic,adjective,linear
987,cultivated,adjective,uncultivated
988,curable,adjective,incurable
989,curdled,verb,homogenize
990,curious,adjective,incurious
991,curled,verb,uncoil
992,curling,verb,uncoil
993,curly,adjective,straight
994,current,adjective,noncurrent
995,cursed,verb,bless|communicate
996,cursed,adjective,blessed
997,cursorial,adjective,fossorial
998,curst,verb,bless|communicate
999,curst,adjective,blessed
1000,curtained,adjective,curtainless
1001,curtainless,adjective,curtained
1002,curved,adjective,straight
1003,curving,adjective,straight
1004,custom,adjective,ready-made
1005,custom-built,noun,ready-made
1006,custom-made,noun,ready-made
1007,custom-made,adjective,ready-made
1008,cut,verb,switch on|expand
1009,cut,adjective,uncut|uncut|untrimmed|unmown|uncut
1010,cutting,verb,switch on|expand
1011,cyclic,adjective,acyclic|acyclic|noncyclic
1012,cyclical,adjective,noncyclic
1013,damaged,adjective,undamaged
1014,damn,verb,bless
1015,damned,verb,bless
1016,damning,verb,bless
1017,dangerous,adjective,safe
1018,daring,noun,timidity
1019,dark,noun,light|day
1020,dark,adjective,light|light
1021,darkened,verb,lighten|brighten
1022,darkening,verb,lighten|brighten
1023,datable,adjective,undatable
1024,dateable,adjective,undatable
1025,de-iodinating,verb,iodinate
1026,de-iodinating,adjective,iodinating
1027,de facto,adjective,de jure
1028,de jure,adjective,de facto
1029,de jure,adverb,unlawfully
1030,dead,noun,living
1031,dead,adjective,alive|live
1032,deadened,verb,enliven
1033,deadening,verb,enliven
1034,deaf,adjective,hearing
1035,debilitating,adjective,invigorating
1036,deceased,verb,be born
1037,decent,adjective,indecent
1038,decent,adverb,improperly
1039,decentralised,verb,centralize;concentrate
1040,decentralised,adjective,centralized
1041,decentralising,verb,centralize;concentrate
1042,decentralising,adjective,centralizing
1043,decentralized,verb,centralize;concentrate
1044,decentralized,adjective,centralized
1045,decentralizing,verb,centralize;concentrate
1046,decentralizing,adjective,centralizing
1047,deciduous,adjective,evergreen
1048,deciphered,verb,encode
1049,deciphered,adjective,undeciphered
1050,decisive,adjective,indecisive|indecisive
1051,declarative,adjective,interrogative;interrogatory
1052,declaratory,adjective,interrogative;interrogatory
1053,declared,adjective,undeclared
1054,declassified,verb,classify
1055,deconsecrated,verb,consecrate
1056,decorated,adjective,unadorned
1057,decorous,adjective,indecorous
1058,decreased,verb,increase|increase
1059,decreased,adjective,increased
1060,decreasing,verb,increase|increase
1061,decreasing,adjective,increasing|increasing
1062,decrescendo,verb,crescendo
1063,dedicated,adjective,undedicated|desecrated
1064,dedifferentiated,verb,differentiate
1065,deductible,adjective,nondeductible
1066,deductive,adjective,inductive
1067,deep,adjective,shallow|shallow
1068,defeasible,adjective,indefeasible
1069,defeated,adjective,undefeated
1070,defending,verb,attack|prosecute
1071,defensive,adjective,offensive
1072,defiant,adjective,compliant
1073,deficient,adjective,sufficient
1074,defined,adjective,undefined
1075,definite,adjective,indefinite
1076,deflated,verb,inflate|inflate|inflate
1077,deflationary,adjective,inflationary
1078,deformed,verb,unbend
1079,degenerate,verb,recuperate
1080,degraded,verb,aggrade
1081,degrading,verb,aggrade
1082,dehiscent,adjective,indehiscent
1083,dehumanised,verb,humanize
1084,dehumanized,verb,humanize
1085,dehydrated,verb,hydrate
1086,dejected,verb,elate
1087,dejected,adjective,elated
1088,delayed,verb,rush
1089,delicate,adjective,rugged
1090,delighted,verb,displease|disenchant
1091,delineate,adjective,undelineated
1092,delineated,adjective,undelineated
1093,demanding,verb,obviate
1094,demanding,adjective,undemanding
1095,democratic,adjective,undemocratic
1096,demonstrated,verb,disprove
1097,demonstrative,adjective,undemonstrative
1098,demoralised,verb,elate
1099,demoralising,verb,elate
1100,demoralized,verb,elate
1101,demoralizing,verb,elate
1102,demythologised,verb,mythologize
1103,demythologized,verb,mythologize
1104,deniable,adjective,undeniable
1105,denotative,adjective,connotative
1106,denotive,adjective,connotative
1107,departed,verb,come|conform|stay
1108,dependable,adjective,unreliable;undependable
1109,dependent,adjective,independent|independent
1110,depreciating,verb,appreciate|appreciate
1111,depressant,adjective,stimulative
1112,depressed,verb,elate
1113,depressing,verb,elate
1114,depressing,adjective,cheerful
1115,deprived,verb,enrich
1116,derivational,adjective,inflectional
1117,derived,adjective,underived
1118,descendant,noun,ancestor
1119,descendent,noun,ancestor
1120,descending,verb,ascend;rise
1121,descending,adjective,ascending
1122,descriptive,adjective,undescriptive|prescriptive
1123,desecrated,verb,consecrate
1124,desecrated,adjective,consecrated
1125,desensitising,verb,sensitize;sensitise|sensitize
1126,desensitising,adjective,sensitizing
1127,desensitizing,verb,sensitize;sensitise|sensitize
1128,desensitizing,adjective,sensitizing
1129,deserved,adjective,unmerited
1130,desiccate,verb,hydrate
1131,desiccated,verb,hydrate
1132,designed,adjective,undesigned
1133,desirable,adjective,undesirable
1134,desirous,adjective,undesirous
1135,despairing,verb,hope
1136,destroyed,adjective,preserved
1137,destructible,adjective,indestructible
1138,destructive,adjective,constructive
1139,detachable,adjective,attachable
1140,detached,verb,attach|attach
1141,detached,adjective,attached
1142,detected,adjective,undetected
1143,determinable,adjective,indeterminable
1144,determinate,adjective,indeterminate|indeterminate
1145,determined,adjective,undetermined
1146,detested,verb,love
1147,devalued,verb,appreciate
1148,developed,adjective,undeveloped
1149,deviate,verb,conform
1150,dextral,adjective,sinistral
1151,diabatic,adjective,adiabatic
1152,diachronic,adjective,synchronic
1153,diadromous,adjective,anadromous
1154,diatonic,adjective,chromatic
1155,diclinous,adjective,monoclinous
1156,dicotyledonous,adjective,monocotyledonous
1157,different,adjective,same|like
1158,differentiated,verb,integrate|dedifferentiate
1159,differentiated,adjective,undifferentiated
1160,difficult,adjective,easy|manageable
1161,diffident,adjective,confident
1162,diffuse,adjective,hard
1163,diffused,adjective,hard
1164,digestible,adjective,indigestible
1165,digital,adjective,analogue
1166,digitigrade,noun,plantigrade mammal
1167,digitigrade,adjective,plantigrade
1168,dignified,adjective,undignified
1169,diligent,adjective,negligent
1170,dilute,adjective,undiluted
1171,diluted,adjective,undiluted
1172,dim,verb,focus
1173,dim,adjective,undimmed
1174,diminished,verb,increase
1175,diminished,adjective,hypertrophied
1176,diminishing,verb,increase
1177,dimmed,verb,focus
1178,dimmed,adjective,undimmed
1179,dioecian,adjective,monoecious
1180,dioecious,adjective,monoecious
1181,diploid,adjective,polyploid
1182,diplomatic,adjective,undiplomatic
1183,diplomatical,adjective,undiplomatic
1184,direct,adjective,indirect|indirect|collateral|retrograde|inverse|alternating
1185,directional,adjective,omnidirectional
1186,dirty,verb,clean
1187,dirty,adjective,clean|clean|clean
1188,disabled,verb,enable
1189,disabling,verb,enable
1190,disabling,adjective,enabling
1191,disadvantaged,verb,advantage
1192,disadvantageous,adjective,advantageous
1193,disagreeable,adjective,agreeable
1194,disapproving,verb,approve|approve
1195,disarming,noun,arming;armament
1196,disarming,verb,arm
1197,disarranged,verb,arrange
1198,disarranged,adjective,arranged
1199,disarrayed,verb,order
1200,disbelieving,verb,believe
1201,discalceate,adjective,calced
1202,discalced,adjective,calced
1203,discernable,adjective,indiscernible
1204,discernible,adjective,indiscernible
1205,discerning,adjective,undiscerning
1206,discharged,verb,charge|convict|enlist|fill
1207,discomposed,adjective,composed
1208,disconfirming,adjective,positive
1209,disconnected,verb,plug in|connect
1210,disconnected,adjective,legato
1211,disconsolate,adjective,consolable
1212,discontent,noun,contentment
1213,discontent,verb,content
1214,discontent,adjective,contented
1215,discontented,verb,content
1216,discontented,adjective,contented
1217,discontinued,verb,continue|continue
1218,discontinued,adjective,continued
1219,discontinuous,adjective,continuous|continuous
1220,discordant,adjective,accordant
1221,discouraged,verb,encourage
1222,discouraging,verb,encourage
1223,discouraging,adjective,encouraging
1224,discourteous,adjective,courteous
1225,discredited,verb,believe
1226,discreet,adjective,indiscreet
1227,discriminate,adjective,indiscriminate
1228,discriminating,adjective,undiscriminating
1229,discriminatory,adjective,unprejudiced
1230,disenchanted,verb,enchant
1231,disenchanted,adjective,enchanted
1232,disenchanting,verb,enchant
1233,disenfranchised,verb,enfranchise
1234,disenfranchised,adjective,enfranchised
1235,disentangled,verb,entangle;snarl
1236,disfranchised,verb,enfranchise
1237,disfranchised,adjective,enfranchised
1238,disgraced,verb,honor
1239,disheartened,verb,hearten
1240,disheartening,verb,hearten
1241,dishonest,adjective,honest
1242,dishonorable,adjective,honorable|honest
1243,dishonored,verb,honor|honor
1244,dishonourable,adjective,honorable
1245,disillusioned,verb,enchant
1246,disillusioning,verb,enchant
1247,disinclined,verb,dispose
1248,disinclined,adjective,inclined
1249,disingenuous,adjective,ingenuous
1250,disinherited,verb,bequeath
